NAME_2,NAME_3,lat,long,avg_rainfall,max_rainfall,elevation,slope,ndvi,month,year,landcover_class,population_density,drainage_density,distance_to_river,banjir
Buol,Buol_Kec_9,-0.338085,122.761197,77.58,112.46,59.53,8.09,0.385,10,2015,Tree Cover,283.48,5.784,285.18,0
Banggai,Banggai_Kec_3,-1.163987,123.632438,93.52,127.23,546.0,12.97,-0.029,2,2021,Built-up,1142.4,3.801,817.17,0
Banggai Kepulauan,Banggai Kepulauan_Kec_3,0.16516,121.197021,136.27,147.72,60.04,28.2,0.025,11,2024,Agriculture,1899.5,4.846,1071.06,0
Tojo Una-Una,Tojo Una-Una_Kec_3,0.39339,123.099738,164.63,257.48,344.78,22.12,0.366,12,2024,Tree Cover,128.72,0.84,87.13,0
Banggai Kepulauan,Banggai Kepulauan_Kec_2,-0.672305,123.645825,163.5,252.92,140.06,20.72,0.364,11,2016,Tree Cover,120.58,4.417,2597.5,0
Banggai,Banggai_Kec_1,-0.905781,122.237924,264.84,270.91,169.77,10.5,0.354,11,2017,Tree Cover,189.34,0.257,579.5,0
Tojo Una-Una,Tojo Una-Una_Kec_17,-1.642515,123.057926,181.15,212.76,74.45,25.16,0.058,2,2020,Bareland,1695.06,3.379,1883.84,0
Banggai Kepulauan,Banggai Kepulauan_Kec_11,0.956489,121.829794,197.69,206.93,288.52,3.8,0.543,11,2021,Tree Cover,255.5,0.809,943.45,0
Morowali Utara,Morowali Utara_Kec_12,-0.492882,122.627967,211.22,246.4,694.65,12.91,0.219,11,2015,Tree Cover,44.23,4.639,326.15,0
Poso,Poso_Kec_6,-0.360167,123.529587,95.69,163.52,118.74,4.72,0.48,5,2019,Agriculture,63.16,5.033,1261.53,0
Tolitoli,Tolitoli_Kec_20,-0.931229,122.365965,184.61,189.94,257.4,20.05,0.114,4,2018,Built-up,1118.26,3.066,72.3,0
Poso,Poso_Kec_19,-0.571037,122.182613,147.24,155.46,8.22,8.26,0.292,11,2016,Tree Cover,35.09,0.191,1913.78,0
Palu,Palu_Kec_16,-1.391892,120.162591,122.36,166.48,265.96,11.98,0.375,9,2017,Agriculture,477.79,0.342,133.22,0
Banggai Kepulauan,Banggai Kepulauan_Kec_2,-1.544001,121.01053,163.69,168.03,79.29,22.36,0.416,12,2019,Tree Cover,58.07,4.911,579.37,0
Buol,Buol_Kec_20,0.555227,120.28502,189.05,204.32,736.13,7.3,0.343,4,2020,Agriculture,208.24,0.897,1154.74,0
Poso,Poso_Kec_16,-0.198877,121.041496,187.35,255.93,13.68,16.89,0.562,5,2015,Tree Cover,346.6,2.649,381.59,0
Donggala,Donggala_Kec_5,0.57085,121.783926,66.52,122.89,306.61,11.58,0.409,3,2019,Agriculture,1259.31,0.837,286.49,0
Buol,Buol_Kec_9,0.562858,122.725662,193.42,196.05,325.01,25.28,0.201,7,2019,Tree Cover,485.58,4.535,774.56,0
Sigi,Sigi_Kec_20,0.861437,120.741415,136.04,168.9,132.03,16.14,0.439,9,2021,Tree Cover,126.78,1.83,1415.04,0
Poso,Poso_Kec_9,-0.901506,119.783704,137.76,205.81,2.77,7.7,0.548,2,2016,Tree Cover,154.02,2.257,84.14,0
Palu,Palu_Kec_4,-0.073784,121.007633,89.73,149.01,400.86,12.05,0.393,4,2021,Agriculture,393.28,0.255,68.95,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,0.872397,121.52018,152.94,188.35,46.64,12.7,0.182,2,2018,Built-up,265.01,2.109,23.01,0
Tojo Una-Una,Tojo Una-Una_Kec_12,-0.088244,120.73827,118.28,207.47,276.74,23.8,0.453,7,2017,Agriculture,539.92,0.607,715.68,0
Poso,Poso_Kec_8,0.212616,124.400899,247.3,307.45,85.3,12.76,0.317,6,2019,Tree Cover,83.47,4.603,558.19,0
Sigi,Sigi_Kec_17,-1.105121,123.7624,82.21,129.11,87.49,37.48,0.399,1,2015,Agriculture,957.47,0.772,12.53,0
Morowali,Morowali_Kec_3,0.085438,121.881417,143.6,188.39,337.67,20.87,0.198,2,2021,Agriculture,1046.36,5.756,1370.05,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,-1.293103,120.374691,100.18,169.24,469.71,12.48,0.025,8,2016,Bareland,471.35,5.711,655.74,0
Buol,Buol_Kec_14,-1.134281,123.209764,143.51,229.25,60.97,23.41,0.696,9,2021,Tree Cover,225.6,4.475,1930.27,0
Buol,Buol_Kec_13,-0.294543,122.535148,211.46,291.33,141.75,13.29,0.195,4,2017,Agriculture,199.98,0.528,22.12,0
Banggai Laut,Banggai Laut_Kec_15,-1.787382,121.13473,191.65,222.29,210.6,14.13,0.433,9,2021,Agriculture,150.47,0.547,535.26,0
Parigi Moutong,Parigi Moutong_Kec_19,1.195421,121.291548,197.74,218.89,54.15,16.45,0.454,7,2015,Tree Cover,853.24,3.039,326.09,0
Palu,Palu_Kec_9,-0.960095,122.715917,73.08,169.07,331.35,14.12,0.7,8,2017,Tree Cover,830.03,0.593,1663.41,0
Buol,Buol_Kec_4,0.981217,123.977552,119.96,200.27,165.57,14.53,0.365,12,2020,Agriculture,1888.86,5.284,1630.71,0
Sigi,Sigi_Kec_15,-0.51861,120.055825,164.73,230.65,40.14,17.5,0.202,2,2019,Tree Cover,1272.06,4.0,585.04,0
Tojo Una-Una,Tojo Una-Una_Kec_10,0.325245,124.166639,196.51,250.47,135.53,24.38,0.206,12,2016,Tree Cover,1256.2,0.809,2800.74,0
Tolitoli,Tolitoli_Kec_18,-0.456772,119.613578,172.46,186.81,57.47,39.16,0.036,8,2017,Agriculture,59.21,2.817,1553.81,0
Morowali Utara,Morowali Utara_Kec_13,0.023218,119.688185,96.98,138.16,15.44,4.65,0.486,8,2017,Tree Cover,703.13,0.983,411.51,0
Poso,Poso_Kec_5,0.133554,120.413389,171.6,268.57,248.24,20.48,0.145,1,2020,Built-up,432.26,4.483,504.91,0
Morowali Utara,Morowali Utara_Kec_1,-1.332345,121.083976,101.88,125.28,85.79,20.73,0.427,12,2021,Tree Cover,54.88,5.621,1070.14,0
Buol,Buol_Kec_15,0.203266,122.163636,139.95,203.61,135.72,14.33,0.815,2,2016,Tree Cover,271.51,3.162,294.7,0
Morowali Utara,Morowali Utara_Kec_11,-1.629691,123.828914,116.53,154.15,516.64,31.39,0.503,10,2024,Tree Cover,887.49,5.562,4045.83,0
Banggai,Banggai_Kec_2,0.446991,122.399726,227.35,289.68,379.77,9.28,0.131,5,2018,Agriculture,179.95,5.41,821.89,0
Banggai,Banggai_Kec_12,-1.691221,122.973081,173.34,270.5,131.66,30.45,-0.08,2,2016,Bareland,212.41,2.38,1518.29,0
Banggai Kepulauan,Banggai Kepulauan_Kec_9,0.756564,120.40704,218.09,243.06,425.14,7.34,0.737,9,2020,Tree Cover,393.66,2.375,209.38,0
Morowali,Morowali_Kec_9,-0.763107,119.863722,206.36,334.74,189.0,3.95,0.304,11,2019,Tree Cover,179.79,4.996,1551.67,0
Buol,Buol_Kec_4,-0.506092,120.585154,101.13,101.2,38.45,13.29,0.406,3,2019,Tree Cover,180.84,0.317,481.29,1
Banggai Laut,Banggai Laut_Kec_19,0.639411,122.351312,187.91,232.26,364.71,33.34,0.121,8,2024,Bareland,382.86,4.965,1096.91,0
Tojo Una-Una,Tojo Una-Una_Kec_8,0.986556,121.472584,101.45,154.61,332.98,30.34,0.263,7,2023,Agriculture,206.03,2.009,1072.67,0
Banggai,Banggai_Kec_11,0.779847,121.73124,207.46,314.91,207.55,4.11,0.571,9,2020,Tree Cover,402.79,0.859,676.38,0
Banggai Laut,Banggai Laut_Kec_6,-0.385633,121.32488,195.04,320.34,264.53,9.13,0.237,8,2016,Tree Cover,292.62,5.204,575.12,0
Banggai,Banggai_Kec_1,-0.677983,120.017526,151.85,174.89,130.41,4.72,0.003,8,2017,Built-up,340.18,2.274,79.04,0
Palu,Palu_Kec_3,0.854562,122.422599,149.42,182.41,162.55,21.27,0.21,5,2018,Agriculture,594.48,4.439,1727.11,0
Morowali Utara,Morowali Utara_Kec_4,-0.493628,120.85284,126.0,230.68,99.83,21.05,0.436,12,2018,Agriculture,496.2,2.444,129.91,0
Banggai Laut,Banggai Laut_Kec_15,-0.869158,120.06111,79.75,129.58,85.04,37.07,0.9,8,2018,Tree Cover,220.4,3.745,37.62,0
Morowali,Morowali_Kec_8,-1.596653,119.652956,99.77,121.54,387.88,21.01,0.244,1,2024,Tree Cover,456.25,0.458,1728.52,0
Poso,Poso_Kec_7,-0.006271,124.147663,96.73,141.86,79.48,19.21,0.476,7,2017,Agriculture,167.58,2.758,51.82,0
Palu,Palu_Kec_20,-1.657465,123.278889,169.85,255.41,72.83,13.09,0.218,7,2023,Agriculture,164.16,5.948,181.01,0
Palu,Palu_Kec_20,0.854639,124.484035,209.62,283.4,72.98,10.06,0.186,6,2016,Built-up,122.44,3.708,673.48,0
Parigi Moutong,Parigi Moutong_Kec_20,-0.339665,119.845095,224.38,237.97,5.83,2.58,0.684,6,2024,Tree Cover,323.62,2.023,1406.21,1
Banggai Laut,Banggai Laut_Kec_4,-0.931631,122.457422,224.75,266.41,84.49,13.1,0.175,1,2024,Built-up,903.62,3.031,1244.29,0
Donggala,Donggala_Kec_3,0.764762,119.537218,113.36,173.55,566.1,6.18,0.325,6,2015,Agriculture,193.91,1.947,75.2,0
Morowali Utara,Morowali Utara_Kec_19,-0.482597,121.23431,220.11,322.86,8.17,20.86,0.573,7,2022,Tree Cover,124.1,0.802,157.87,0
Buol,Buol_Kec_6,-0.974003,124.240619,137.53,205.04,254.87,20.64,0.371,6,2019,Agriculture,330.1,0.741,521.99,0
Tolitoli,Tolitoli_Kec_6,-1.306684,123.276822,119.26,195.83,379.61,15.09,0.437,3,2016,Tree Cover,1288.73,5.996,411.13,0
Poso,Poso_Kec_15,-0.668515,121.260289,173.11,230.32,25.71,37.43,0.667,12,2019,Tree Cover,292.27,1.649,890.61,0
Banggai Laut,Banggai Laut_Kec_3,0.15902,124.249712,150.17,150.94,333.85,18.28,0.04,5,2020,Built-up,92.6,4.172,543.31,0
Tojo Una-Una,Tojo Una-Una_Kec_9,-1.362542,121.205491,240.42,330.79,34.95,26.43,0.228,8,2023,Tree Cover,85.98,4.614,1062.06,1
Tolitoli,Tolitoli_Kec_11,-0.412647,123.962107,161.95,187.68,46.36,32.64,0.259,9,2016,Tree Cover,652.86,5.248,1216.95,0
Sigi,Sigi_Kec_3,0.675744,122.6906,49.77,109.13,340.63,7.81,0.366,8,2021,Tree Cover,476.63,3.389,987.02,0
Buol,Buol_Kec_2,0.499354,122.417578,208.42,224.89,127.67,21.22,0.785,5,2022,Tree Cover,749.71,1.594,472.27,0
Morowali Utara,Morowali Utara_Kec_13,-1.256931,121.130818,212.68,252.22,140.43,10.54,0.644,8,2016,Tree Cover,22.64,1.296,1870.0,1
Morowali,Morowali_Kec_2,0.478849,121.504733,83.1,175.66,187.36,7.77,0.164,8,2021,Bareland,337.95,4.132,75.13,0
Poso,Poso_Kec_6,-1.678363,123.788448,43.74,105.41,806.45,24.27,0.36,4,2022,Tree Cover,394.67,3.311,72.57,0
Donggala,Donggala_Kec_16,-1.372961,119.963405,122.29,155.06,60.27,20.89,0.395,3,2017,Agriculture,506.64,1.695,13.73,0
Banggai Kepulauan,Banggai Kepulauan_Kec_13,-0.098653,119.894987,185.4,273.9,37.12,30.14,0.833,5,2024,Tree Cover,773.95,2.349,442.21,0
Sigi,Sigi_Kec_16,0.196691,119.61451,138.44,148.3,197.61,7.0,0.607,1,2022,Tree Cover,656.11,3.637,195.07,0
Donggala,Donggala_Kec_5,-0.418012,120.135266,94.77,150.86,82.63,3.35,0.348,10,2015,Tree Cover,144.47,2.767,2602.24,0
Parigi Moutong,Parigi Moutong_Kec_20,0.131931,122.857506,129.23,177.29,16.15,9.17,0.558,6,2020,Tree Cover,1036.51,1.333,133.53,0
Banggai Laut,Banggai Laut_Kec_4,-0.648821,124.40103,129.39,213.01,437.79,20.76,0.543,3,2017,Tree Cover,813.25,2.302,728.25,0
Tojo Una-Una,Tojo Una-Una_Kec_9,-0.819556,122.096307,59.16,128.44,11.75,16.78,0.177,7,2020,Agriculture,928.62,3.691,541.89,0
Palu,Palu_Kec_3,0.528499,123.166384,176.4,178.54,143.4,7.67,0.506,4,2016,Tree Cover,726.25,1.141,198.85,0
Donggala,Donggala_Kec_19,0.034909,124.381547,98.1,157.01,10.13,33.57,0.158,11,2016,Built-up,337.8,0.322,864.42,0
Poso,Poso_Kec_15,-0.341808,123.406286,116.19,164.06,192.94,19.99,0.341,11,2019,Agriculture,877.31,5.978,951.52,0
Tojo Una-Una,Tojo Una-Una_Kec_5,0.079625,122.120714,201.16,258.46,146.16,18.15,-0.233,1,2016,Built-up,2250.41,5.388,385.04,0
Banggai Laut,Banggai Laut_Kec_1,0.938897,119.737666,136.29,169.36,31.58,7.66,0.628,1,2021,Tree Cover,510.5,5.64,1294.67,1
Palu,Palu_Kec_13,0.441853,122.807613,171.44,240.0,229.78,27.24,0.312,9,2016,Tree Cover,167.9,0.258,76.0,0
Sigi,Sigi_Kec_11,0.798653,121.742652,112.39,197.64,88.25,13.59,0.078,2,2017,Bareland,303.03,1.753,734.71,0
Banggai Kepulauan,Banggai Kepulauan_Kec_1,-0.880003,120.750188,109.36,175.42,50.26,14.47,0.344,4,2023,Tree Cover,282.94,5.788,1740.82,0
Tojo Una-Una,Tojo Una-Una_Kec_14,0.837391,120.965351,125.94,189.58,86.79,38.39,0.318,7,2020,Tree Cover,84.45,1.309,224.29,0
Tolitoli,Tolitoli_Kec_3,-0.345795,119.705361,111.3,164.43,225.1,8.05,0.55,9,2019,Tree Cover,107.91,2.372,936.26,0
Banggai,Banggai_Kec_8,-0.314663,123.188611,201.15,289.35,444.98,29.22,0.337,1,2021,Agriculture,110.33,2.891,47.65,0
Morowali Utara,Morowali Utara_Kec_16,-0.294505,121.348267,169.74,177.37,340.54,26.45,0.557,9,2020,Tree Cover,1268.77,1.934,21.14,0
Donggala,Donggala_Kec_19,0.906522,124.139442,153.94,164.14,49.48,3.81,0.365,12,2016,Tree Cover,161.43,0.243,435.63,0
Morowali,Morowali_Kec_10,0.476365,122.843681,158.25,198.97,40.29,13.06,0.407,10,2024,Built-up,2115.42,4.654,1225.54,0
Morowali Utara,Morowali Utara_Kec_2,-1.160449,122.217347,189.64,268.59,275.74,11.78,0.384,7,2019,Agriculture,902.31,5.157,168.63,0
Morowali,Morowali_Kec_18,-1.016758,121.371792,122.5,189.01,7.15,0.44,0.745,11,2019,Built-up,2802.26,0.754,4207.94,0
Morowali,Morowali_Kec_3,0.242372,124.041091,129.81,182.44,155.46,18.03,0.492,10,2015,Tree Cover,64.19,5.955,861.87,0
Buol,Buol_Kec_10,-0.355429,120.140276,145.11,156.0,91.06,15.21,0.454,5,2019,Agriculture,240.35,0.456,855.73,0
Sigi,Sigi_Kec_18,-0.588326,123.694269,232.66,271.0,90.41,7.61,0.406,6,2023,Agriculture,123.28,0.458,717.22,0
Morowali Utara,Morowali Utara_Kec_7,0.631189,121.906435,113.85,180.82,121.56,16.51,0.368,9,2016,Built-up,2206.95,3.564,2470.62,0
Poso,Poso_Kec_13,-0.682975,122.838214,182.58,199.55,366.41,10.99,0.29,8,2023,Agriculture,92.42,5.389,530.56,0
Banggai Laut,Banggai Laut_Kec_12,-0.018139,120.338119,192.84,233.88,8.15,6.38,0.462,11,2020,Tree Cover,489.44,1.954,681.57,0
Donggala,Donggala_Kec_15,-0.070999,121.630007,179.85,195.42,164.99,15.51,0.374,9,2020,Agriculture,99.57,1.757,1535.19,0
Sigi,Sigi_Kec_2,0.650215,124.471884,82.08,118.77,248.44,28.35,0.433,2,2018,Agriculture,253.03,2.885,296.58,0
Palu,Palu_Kec_19,-1.271614,123.564757,125.62,162.25,142.26,10.13,0.226,6,2018,Agriculture,291.24,1.033,733.74,0
Tojo Una-Una,Tojo Una-Una_Kec_13,0.511893,122.720013,101.22,188.57,138.74,15.79,0.374,5,2021,Agriculture,307.96,5.978,139.16,0
Buol,Buol_Kec_18,-1.161297,121.766632,187.29,222.36,47.35,9.68,0.286,3,2016,Tree Cover,401.36,2.498,122.08,0
Tojo Una-Una,Tojo Una-Una_Kec_18,0.016808,123.640966,164.39,205.54,77.43,26.12,0.532,11,2017,Tree Cover,697.4,0.89,1375.67,0
Buol,Buol_Kec_15,0.674651,120.555784,75.85,137.63,12.03,7.6,0.32,9,2021,Agriculture,318.64,4.427,1754.21,0
Palu,Palu_Kec_11,-1.500371,123.188633,152.11,219.95,262.07,24.48,0.363,4,2023,Agriculture,313.82,4.638,1445.26,0
Morowali,Morowali_Kec_2,-0.809271,120.281935,155.79,224.24,238.21,11.26,0.703,12,2019,Tree Cover,451.51,5.412,24.78,0
Morowali Utara,Morowali Utara_Kec_4,-0.811592,122.053023,154.69,166.67,304.26,16.59,0.157,1,2018,Agriculture,55.96,5.467,618.52,0
Buol,Buol_Kec_17,0.356814,122.598353,64.3,81.3,100.71,5.87,0.126,6,2023,Bareland,758.36,3.287,461.84,0
Banggai Laut,Banggai Laut_Kec_18,-1.069316,123.800927,134.48,212.39,45.03,12.11,0.655,8,2015,Tree Cover,277.81,4.7,268.2,0
Sigi,Sigi_Kec_19,0.525893,120.142899,10.0,73.14,154.91,22.18,0.466,6,2023,Agriculture,676.89,3.855,185.17,0
Donggala,Donggala_Kec_2,0.846616,119.796236,109.38,175.47,953.72,17.55,0.331,8,2016,Agriculture,59.36,5.559,251.84,0
Tojo Una-Una,Tojo Una-Una_Kec_1,-0.312219,120.833367,201.01,312.63,305.48,32.76,0.453,8,2019,Tree Cover,496.79,2.346,355.57,0
Banggai Kepulauan,Banggai Kepulauan_Kec_2,0.91216,120.092646,196.32,198.78,1121.38,12.28,0.169,7,2023,Agriculture,250.84,2.632,898.73,0
Tolitoli,Tolitoli_Kec_5,0.814919,121.638205,192.21,237.78,125.32,9.96,0.486,7,2021,Agriculture,71.07,0.802,1485.31,0
Sigi,Sigi_Kec_2,0.996171,122.432759,151.84,174.82,380.05,27.42,0.471,12,2023,Built-up,8288.86,0.364,394.63,0
Poso,Poso_Kec_4,-0.748571,123.330559,125.69,166.13,54.2,0.86,-0.048,10,2021,Bareland,682.67,5.894,183.58,0
Banggai Kepulauan,Banggai Kepulauan_Kec_6,-0.739585,121.819448,149.75,217.24,511.92,24.14,0.341,1,2023,Agriculture,630.25,5.388,1118.16,0
Donggala,Donggala_Kec_4,-0.70596,120.004719,194.87,268.68,174.98,17.97,0.774,6,2024,Tree Cover,1420.45,1.686,115.65,0
Tojo Una-Una,Tojo Una-Una_Kec_20,0.578956,120.986657,163.35,182.2,59.89,40.69,0.515,9,2024,Tree Cover,89.87,4.878,420.31,0
Buol,Buol_Kec_20,-0.433146,124.01664,166.63,255.44,106.88,22.02,0.454,12,2024,Agriculture,432.29,4.724,878.99,0
Donggala,Donggala_Kec_7,-1.380802,123.471341,94.45,98.19,368.03,31.96,0.266,11,2015,Tree Cover,244.33,0.079,193.86,1
Morowali,Morowali_Kec_13,-0.583965,122.601176,222.16,234.0,65.49,27.71,0.575,7,2022,Tree Cover,674.07,4.914,1455.55,0
Morowali,Morowali_Kec_4,-0.986057,122.300342,142.94,201.78,10.93,6.99,0.348,8,2016,Agriculture,51.21,1.861,759.81,0
Morowali,Morowali_Kec_7,-0.517895,123.241779,143.71,148.2,563.82,5.49,0.285,1,2016,Agriculture,139.98,0.182,15.09,0
Banggai Kepulauan,Banggai Kepulauan_Kec_6,-1.296659,124.09395,201.16,245.07,108.18,2.14,0.32,5,2017,Tree Cover,213.42,1.273,284.46,1
Donggala,Donggala_Kec_4,0.117472,124.098612,154.3,227.78,152.37,19.53,0.393,2,2020,Tree Cover,224.69,3.542,1201.86,0
Sigi,Sigi_Kec_14,-1.626428,119.899488,96.15,125.05,50.69,9.03,0.233,6,2024,Agriculture,521.32,1.721,134.48,0
Tolitoli,Tolitoli_Kec_12,-1.098695,120.723458,209.19,276.87,174.61,12.26,0.38,10,2023,Agriculture,1070.52,4.735,964.19,0
Tojo Una-Una,Tojo Una-Una_Kec_8,-1.373394,123.073504,80.64,187.08,18.35,12.28,0.112,10,2016,Built-up,377.79,0.669,503.84,0
Palu,Palu_Kec_5,-1.236209,120.035762,183.27,271.24,34.13,36.4,0.611,5,2021,Tree Cover,63.92,4.482,351.72,0
Donggala,Donggala_Kec_20,0.079786,120.750264,179.56,238.5,150.1,8.95,0.526,11,2018,Tree Cover,240.93,1.955,1430.05,0
Morowali Utara,Morowali Utara_Kec_6,0.102538,124.282285,217.39,277.48,265.93,20.01,0.348,5,2022,Agriculture,1456.15,5.159,188.14,1
Tojo Una-Una,Tojo Una-Una_Kec_3,-0.720817,119.632487,169.04,201.26,40.38,4.82,-0.06,7,2015,Agriculture,706.23,4.587,90.11,0
Palu,Palu_Kec_6,0.548225,119.7578,179.16,235.77,192.28,20.11,0.134,1,2022,Agriculture,131.58,3.533,1265.97,0
Tolitoli,Tolitoli_Kec_19,-0.514242,121.364495,202.19,273.12,58.42,33.21,0.149,5,2019,Bareland,303.5,5.416,206.39,0
Morowali Utara,Morowali Utara_Kec_16,0.394364,122.920056,152.86,278.93,698.53,22.93,0.626,12,2020,Tree Cover,195.14,5.258,828.06,0
Tolitoli,Tolitoli_Kec_5,0.61344,122.947501,191.66,273.57,159.91,4.96,0.023,5,2018,Agriculture,378.78,1.111,269.68,1
Sigi,Sigi_Kec_9,-0.04794,121.508067,147.13,229.0,73.62,25.25,0.122,2,2020,Built-up,407.83,1.595,952.62,0
Tojo Una-Una,Tojo Una-Una_Kec_14,0.274054,121.649975,179.37,209.21,29.6,33.52,0.106,6,2016,Agriculture,552.08,0.933,612.86,0
Sigi,Sigi_Kec_20,0.060045,121.764654,81.73,158.35,471.77,33.68,0.397,2,2015,Agriculture,492.52,4.078,248.17,0
Banggai Kepulauan,Banggai Kepulauan_Kec_6,0.035829,123.07976,131.08,213.46,362.46,20.45,0.403,7,2016,Tree Cover,34.07,5.371,524.85,0
Banggai Kepulauan,Banggai Kepulauan_Kec_3,0.927681,120.446998,261.65,306.13,80.66,17.88,0.596,1,2021,Tree Cover,87.81,5.611,1385.8,0
Banggai Laut,Banggai Laut_Kec_10,-1.699684,121.864437,139.58,179.56,204.38,6.23,0.257,4,2024,Tree Cover,1026.47,1.878,478.59,0
Morowali Utara,Morowali Utara_Kec_1,0.47966,121.959559,39.35,73.34,194.78,25.56,-0.006,9,2023,Built-up,237.45,3.692,761.4,0
Parigi Moutong,Parigi Moutong_Kec_7,-0.122046,123.613129,206.74,246.59,202.04,27.68,0.172,9,2022,Agriculture,596.2,3.632,31.65,1
Banggai,Banggai_Kec_4,-1.402722,124.30986,196.32,252.91,89.39,5.57,0.417,2,2024,Tree Cover,60.75,3.844,893.98,0
Buol,Buol_Kec_18,-1.750687,124.413912,172.55,177.65,169.1,30.89,0.314,2,2016,Agriculture,91.09,5.098,2667.8,0
Tojo Una-Una,Tojo Una-Una_Kec_7,-1.178717,121.192635,183.74,239.54,289.07,13.9,0.075,2,2024,Bareland,29.56,4.524,556.72,0
Palu,Palu_Kec_7,0.319049,121.867893,107.8,172.49,23.99,14.07,0.308,4,2018,Agriculture,206.39,2.978,666.82,0
Buol,Buol_Kec_5,-1.13868,119.902964,134.96,160.82,5.56,46.21,0.594,1,2023,Tree Cover,112.73,2.038,451.42,0
Banggai Laut,Banggai Laut_Kec_16,-1.082389,123.104225,116.75,161.26,5.28,27.29,0.442,11,2024,Tree Cover,175.14,1.251,4793.67,0
Sigi,Sigi_Kec_6,-0.999245,119.739628,119.02,190.01,17.58,30.14,0.079,11,2023,Built-up,566.86,3.994,410.03,0
Palu,Palu_Kec_2,-1.041769,120.471706,27.1,55.65,24.63,16.28,0.502,6,2023,Tree Cover,519.85,4.48,289.52,0
Banggai Laut,Banggai Laut_Kec_12,0.763855,124.055072,154.54,220.36,77.64,40.81,0.334,5,2022,Tree Cover,54.37,0.999,1227.24,1
Parigi Moutong,Parigi Moutong_Kec_14,-1.292718,119.878961,173.27,199.61,47.91,35.21,0.483,4,2018,Tree Cover,443.67,3.85,3276.46,0
Morowali,Morowali_Kec_20,-0.25287,124.063104,95.02,150.67,143.22,18.6,0.513,4,2016,Tree Cover,173.22,5.106,940.03,0
Buol,Buol_Kec_15,-0.50575,120.485589,133.19,175.72,358.94,6.21,0.243,8,2024,Agriculture,137.78,5.899,38.15,0
Donggala,Donggala_Kec_2,0.569769,121.41173,83.4,129.19,379.1,20.27,-0.011,3,2016,Built-up,187.98,0.693,1073.52,0
Sigi,Sigi_Kec_6,-0.694488,119.809112,126.73,128.93,455.48,23.35,0.455,11,2021,Agriculture,152.33,3.557,1079.98,1
Tojo Una-Una,Tojo Una-Una_Kec_17,0.304241,122.309355,118.79,218.92,183.68,6.64,0.474,9,2024,Agriculture,519.47,3.56,674.65,0
Donggala,Donggala_Kec_8,-0.915285,120.518508,165.35,204.44,89.65,5.98,0.171,9,2020,Built-up,292.77,5.086,845.59,0
Tojo Una-Una,Tojo Una-Una_Kec_19,-0.484205,121.830268,147.44,219.49,167.81,9.67,0.338,12,2023,Tree Cover,149.03,2.497,310.12,0
Morowali Utara,Morowali Utara_Kec_7,-1.121765,119.679868,143.15,184.81,85.64,9.62,0.417,6,2022,Tree Cover,52.51,0.245,6914.89,0
Parigi Moutong,Parigi Moutong_Kec_4,-0.78387,119.59636,167.56,203.08,102.93,19.55,0.475,2,2021,Tree Cover,119.7,1.732,470.29,0
Parigi Moutong,Parigi Moutong_Kec_4,-1.552947,120.078355,182.87,211.6,662.02,17.02,0.545,5,2019,Tree Cover,181.45,5.838,349.62,0
Parigi Moutong,Parigi Moutong_Kec_14,-1.160417,120.940087,169.27,169.74,42.98,32.33,-0.007,4,2021,Agriculture,467.93,1.022,3298.62,0
Morowali Utara,Morowali Utara_Kec_8,1.134687,122.669338,157.9,175.98,68.65,4.39,0.396,11,2020,Agriculture,1899.31,5.132,313.4,0
Tojo Una-Una,Tojo Una-Una_Kec_19,0.059943,122.442964,157.11,206.38,331.13,8.0,0.352,7,2024,Tree Cover,74.18,3.218,597.28,0
Palu,Palu_Kec_14,1.053445,120.723761,172.89,220.5,231.72,10.08,0.196,2,2019,Agriculture,164.3,2.194,8.4,0
Parigi Moutong,Parigi Moutong_Kec_20,0.663559,121.201836,228.77,275.74,124.77,19.75,0.358,6,2020,Tree Cover,494.65,2.513,76.16,1
Sigi,Sigi_Kec_13,-1.736664,121.627091,154.99,159.64,666.57,10.83,0.544,11,2023,Tree Cover,715.38,3.364,320.83,0
Morowali,Morowali_Kec_5,-1.740952,121.350461,138.39,232.63,187.07,28.08,0.31,12,2020,Tree Cover,84.85,2.243,1257.46,0
Tolitoli,Tolitoli_Kec_7,0.74877,122.643701,185.27,224.72,277.0,25.16,0.331,8,2019,Tree Cover,142.28,0.709,195.25,0
Poso,Poso_Kec_7,-0.126632,122.531219,141.99,187.44,324.0,12.11,0.288,5,2020,Tree Cover,473.59,0.735,644.62,0
Sigi,Sigi_Kec_2,0.50642,124.277107,95.85,119.92,118.84,5.3,0.352,10,2024,Agriculture,246.15,4.205,146.63,0
Poso,Poso_Kec_5,-0.388896,122.33139,132.14,172.63,199.55,17.97,0.511,7,2021,Tree Cover,263.01,1.038,152.33,0
Donggala,Donggala_Kec_15,-0.222428,121.205649,116.97,120.99,234.55,20.97,0.471,7,2017,Tree Cover,296.21,3.398,123.44,0
Morowali Utara,Morowali Utara_Kec_6,0.638995,124.175346,165.6,288.16,193.09,14.41,0.385,7,2017,Tree Cover,818.65,3.983,46.69,0
Parigi Moutong,Parigi Moutong_Kec_10,-0.577352,124.204491,147.48,211.37,693.43,34.71,-0.064,1,2019,Built-up,457.37,5.224,189.58,0
